,question,label,Verbes conjugués à la troisième personne du présent indicatif,Déterminants possessifs,Mots interrogatifs,Nombre de mots,Nombre de lettres,Moyenne du nombre de lettres par mots,Pronoms interogatifs,Adverbes interogatifs,Noms au pluriel,Nombres cardinaux,Verbes transitifs,M_mots,Interjections,Lieux,Lieux uniques,Détails,Détails uniques,Organisations,Organisations uniques,Personnes,Personnes uniques,SD_mots,M_adjectifs,M_prépositions,M_adverbes,M_déterminants,M_noms,M_noms propres,M_verbes,SD_adjectifs,SD_prépositions,SD_adverbes,SD_déterminants,SD_noms,SD_noms propres,SD_verbes
690,Qu'est-ce qu'un privilège ?,1.0,0,0,0,7,24,3.4285714285714284,1,0,0,0,0,49021.754285714254,0,0,0,0,0,0,0,0,0,115210.49570239417,,,,12087.62,20.82,,,,,,0.0,0.0,,
691,Qu'est-ce que la Reconquista ?,1.0,0,0,0,7,26,3.7142857142857144,1,0,0,0,0,49242.3714285714,0,0,0,1,1,0,0,0,0,115141.36891553129,,,,13652.76,0.0,,,,,,0.0,0.0,,
692,Quel est le modèle d'organisation de l'État sous Louis XIV ?,0.0,0,0,1,13,50,3.8461538461538463,0,0,0,0,0,33752.19636363634,0,1,1,0,0,0,0,1,1,94331.04984250189,328.855,12768.175000000001,,13652.76,127.83333333333333,0.0,,328.855,12452.685,,0.0,115.73557255898274,0.0,
693,Quel est le modèle d'organisation de l'État sous Louis XIV ?,1.0,0,0,1,13,50,3.8461538461538463,0,0,0,0,0,33752.19636363634,0,1,1,0,0,0,0,1,1,94331.04984250189,328.855,12768.175000000001,,13652.76,127.83333333333333,0.0,,328.855,12452.685,,0.0,115.73557255898274,0.0,
694,Quel est le modèle d'organisation de l'État sous Louis XIV ?,0.0,0,0,1,13,50,3.8461538461538463,0,0,0,0,0,33752.19636363634,0,1,1,0,0,0,0,1,1,94331.04984250189,328.855,12768.175000000001,,13652.76,127.83333333333333,0.0,,328.855,12452.685,,0.0,115.73557255898274,0.0,
695,Quels sont les États qui ont interdit l'esclavage entre 1780 et 1804 ?,1.0,0,0,2,14,58,4.142857142857143,0,0,1,2,1,94242.87769230761,0,1,1,0,0,0,0,0,0,235902.54044642104,657.71,372.72,,13652.76,149.29,,1465.5600000000004,0.0,0.0,,0.0,142.15,,0.0
696,Quels sont les pays membres de la Triade ?,0.0,0,0,1,9,34,3.7777777777777777,0,0,2,0,0,46361.527499999975,0,1,1,0,0,0,0,0,0,107945.51286016339,657.71,25220.86,,13652.76,105.68333333333334,,,0.0,0.0,,0.0,81.86201411861032,,
697,Quels sont les pays membres de la Triade ?,1.0,0,0,1,9,34,3.7777777777777777,0,0,2,0,0,46361.527499999975,0,1,1,0,0,0,0,0,0,107945.51286016339,657.71,25220.86,,13652.76,105.68333333333334,,,0.0,0.0,,0.0,81.86201411861032,,
698,Quels sont les pays membres de la Triade ?,0.0,0,0,1,9,34,3.7777777777777777,0,0,2,0,0,46361.527499999975,0,1,1,0,0,0,0,0,0,107945.51286016339,657.71,25220.86,,13652.76,105.68333333333334,,,0.0,0.0,,0.0,81.86201411861032,,
699,Quels sont les bouleversements religieux qui ont eu lieu en Europe ?,0.0,0,0,2,12,57,4.75,0,0,1,0,1,166104.7845454545,0,1,1,0,0,0,0,0,0,421160.7705352946,352.135,5689.68,,13652.76,273.46,0.0,610758.0000000005,305.575,0.0,,0.0,272.53999999999996,0.0,0.0
700,Quels sont les bouleversements religieux qui ont eu lieu en Europe ?,1.0,0,0,2,12,57,4.75,0,0,1,0,1,166104.7845454545,0,1,1,0,0,0,0,0,0,421160.7705352946,352.135,5689.68,,13652.76,273.46,0.0,610758.0000000005,305.575,0.0,,0.0,272.53999999999996,0.0,0.0
701,Quels sont les bouleversements religieux qui ont eu lieu en Europe ?,0.0,0,0,2,12,57,4.75,0,0,1,0,1,166104.7845454545,0,1,1,0,0,0,0,0,0,421160.7705352946,352.135,5689.68,,13652.76,273.46,0.0,610758.0000000005,305.575,0.0,,0.0,272.53999999999996,0.0,0.0
702,Qui a créé la première pile d'énergie ?,1.0,0,0,1,9,32,3.5555555555555554,1,0,0,0,1,100840.7788888888,0,0,0,0,0,0,0,0,0,266307.4450626612,1507.92,25220.86,,13652.76,64.36,,2299.5900000000006,0.0,0.0,,0.0,21.76,,0.0
703,Qu'est-ce que la croisade ?,1.0,0,0,0,7,23,3.2857142857142856,1,0,0,0,0,49243.574285714254,0,0,0,0,0,0,0,0,0,115140.85452760574,,,,13652.76,8.42,,,,,,0.0,0.0,,
704,Quand est-ce que l'importation des esclaves a t-elle été interdite ?,1.0,0,0,0,14,58,4.142857142857143,0,0,1,0,1,94422.56769230761,0,0,0,0,0,0,0,0,0,235888.14065554962,,25220.86,,13652.76,38.75,0.0,1465.5600000000004,,0.0,,0.0,36.29,0.0,0.0
705,Quelles sont les origines de la densification du peuplement ?,1.0,0,0,0,10,52,5.2,0,0,1,0,0,46310.768749999974,0,0,0,0,0,0,0,0,0,107967.17156048925,512.55,25220.86,0.0,13652.76,28.07,,,0.0,0.0,0.0,0.0,28.07,,
706,Quel est le but de l'ostracisme ?,1.0,0,0,1,8,27,3.375,0,0,0,0,0,52961.78571428568,0,0,0,0,0,0,0,0,0,113878.57919863962,657.71,25220.86,,13652.76,78.665,,,0.0,0.0,,0.0,78.19500000000001,,
707,Quel est le but des Contrats de projets État-Région ?,1.0,0,0,1,12,44,3.6666666666666665,0,0,2,0,0,33751.73727272725,0,0,0,1,1,0,0,0,0,94331.19073874514,657.71,25220.86,,13652.76,173.485,0.0,,0.0,0.0,,0.0,70.46090458545079,0.0,
708,Qu'est-ce qu'un prêtre ?,1.0,0,0,0,7,21,3.0,1,0,0,0,0,49048.317142857115,0,0,0,0,0,0,0,0,0,115199.21589954101,,,,12087.62,206.76,,,,,,0.0,0.0,,
709,Quel est le rôle de la guerre de Trente Ans dans l'affirmation du pouvoir royal ?,0.0,0,0,1,17,66,3.8823529411764706,0,0,1,1,0,29067.63384615383,0,0,0,1,1,0,0,0,0,87465.98314748917,374.15500000000003,14939.725,,13652.76,510.976,,,283.55500000000006,10281.135,,0.0,627.6494506203285,,
710,Quel est le rôle de la guerre de Trente Ans dans l'affirmation du pouvoir royal ?,1.0,0,0,1,17,66,3.8823529411764706,0,0,1,1,0,29067.63384615383,0,0,0,1,1,0,0,0,0,87465.98314748917,374.15500000000003,14939.725,,13652.76,510.976,,,283.55500000000006,10281.135,,0.0,627.6494506203285,,
711,Quels sont les États des Etats Unis qui interdisent l'esclavage ?,1.0,0,0,2,12,55,4.583333333333333,0,0,2,0,1,34855.69727272726,0,1,1,0,0,0,0,0,0,93988.77723856641,349.01500000000004,25220.86,,13652.76,99.52666666666666,,1465.5600000000004,308.69500000000005,0.0,,0.0,135.73452160580064,,0.0
712,Quel est l'objectif du programme 2014-2020 ?,1.0,0,0,1,10,38,3.8,0,0,0,3,0,37071.12099999998,0,0,0,0,0,0,0,0,0,98321.04412316885,657.71,25220.86,,13652.76,27.208,,,0.0,0.0,,0.0,38.408708595838,,
713,Quel est l'objectif du programme 2014-2020 ?,0.0,0,0,1,10,38,3.8,0,0,0,3,0,37071.12099999998,0,0,0,0,0,0,0,0,0,98321.04412316885,657.71,25220.86,,13652.76,27.208,,,0.0,0.0,,0.0,38.408708595838,,
714,Quels sont les conséquences du faible accroissement naturel des pays du Nord ?,1.0,0,0,1,13,66,5.076923076923077,0,0,2,0,0,33732.12454545453,0,1,1,0,0,0,0,0,0,94338.17389107452,298.13,25220.86,,13652.76,80.50666666666666,0.0,,256.43237016154313,0.0,,0.0,87.7043033278426,0.0,
715,Quels sont les conséquences du faible accroissement naturel des pays du Nord ?,0.0,0,0,1,13,66,5.076923076923077,0,0,2,0,0,33732.12454545453,0,1,1,0,0,0,0,0,0,94338.17389107452,298.13,25220.86,,13652.76,80.50666666666666,0.0,,256.43237016154313,0.0,,0.0,87.7043033278426,0.0,
716,Qu'est-ce que l'économie de marché ?,1.0,0,0,0,9,31,3.4444444444444446,1,0,0,0,0,41122.235555555526,0,0,0,0,0,0,0,0,0,102844.64691545708,,25220.86,,13652.76,91.33,,,,0.0,,0.0,57.39,,
717,Qu'est-ce qu'un quartier dégradé ?,1.0,0,0,0,8,30,3.75,1,0,0,0,0,42907.96749999998,0,0,0,0,0,0,0,0,0,108976.71908835381,0.88,,,12087.62,131.4,,,0.0,,,0.0,0.0,,
718,Qu'est-ce que l'aréopage ?,1.0,0,0,0,7,23,3.2857142857142856,1,0,0,0,0,49242.39999999997,0,0,0,0,0,0,0,0,0,115141.35669644328,,,,13652.76,0.2,,,,,,0.0,0.0,,
719,Pourquoi le tourisme durable se développe-t-il ?,1.0,1,0,1,9,42,4.666666666666667,0,1,0,0,0,3449.4155555555553,0,0,0,0,0,0,0,0,0,5414.918331289568,4.26,,1348.04,13652.76,2.98,,0.0,0.0,,0.0,0.0,0.0,,0.0
720,Quels sont les principaux risques technologiques dans le monde ?,1.0,0,0,1,10,55,5.5,0,0,1,0,0,39106.995555555535,0,0,0,0,0,0,0,0,0,103299.53432996057,269.22333333333336,4658.59,,13652.76,900.0500000000001,,,280.87725104670824,0.0,,0.0,761.3900000000001,,
721,Quels sont les principaux risques technologiques dans le monde ?,0.0,0,0,1,10,55,5.5,0,0,1,0,0,39106.995555555535,0,0,0,0,0,0,0,0,0,103299.53432996057,269.22333333333336,4658.59,,13652.76,900.0500000000001,,,280.87725104670824,0.0,,0.0,761.3900000000001,,
722,Pourquoi les États encouragent la formation d'ingénieurs au XVI è siècle ?,1.0,1,0,1,13,63,4.846153846153846,0,1,2,0,1,3421.39,0,1,1,0,0,0,0,0,0,7550.259508323759,,8406.953333333333,1348.04,13652.76,113.50500000000001,0.0,381.0000000000001,,11889.2274222377,0.0,0.0,105.35293386992126,0.0,0.0
723,Pourquoi les entreprises transnationales créent-elles des usines ?,1.0,0,0,1,10,59,5.9,0,1,2,0,1,4498.993,0,0,0,0,0,0,0,0,0,7953.173733085491,0.04,25220.86,1348.04,13652.76,79.95,,2299.5900000000006,0.0,0.0,0.0,0.0,23.230000000000004,,0.0
724,Quel est le bilan des catastrophes récentes en Afrique australe ?,1.0,0,0,1,11,55,5.0,0,0,1,0,0,34214.539999999986,0,1,1,0,0,0,0,0,0,94179.87632939393,235.86666666666667,15455.27,,13652.76,22.599999999999998,0.0,,298.9712011028636,9765.59,,0.0,10.34,0.0,
725,Qui a réalisé le plafond de la chapelle Sixtine au Vatican ?,1.0,0,0,1,12,49,4.083333333333333,1,0,0,0,1,82345.85454545448,0,2,2,0,0,0,0,0,0,244057.4495383184,,12610.43,,13652.76,11.839999999999998,0.0,2138.1,,12610.43,,0.0,8.70500239326025,0.0,0.0
726,Comment la bourgeoisie marchande et urbaine s'enrichit-elle ?,1.0,1,0,1,10,54,5.4,0,1,0,0,1,3277.8310000000006,0,0,0,0,0,0,0,0,0,5096.250563952778,16.16,,922.93,13652.76,7.3,,131.41000000000005,3.919999999999999,,0.0,0.0,0.0,,0.0
727,Quels sont les contraintes liées aux reliefs et aux climats en France ?,1.0,0,0,1,13,59,4.538461538461538,0,0,2,0,1,31424.38166666665,0,1,1,0,0,0,0,0,0,90496.5191171832,657.71,8940.04,,13652.76,6.62,0.0,929.2499999999997,0.0,3250.3599999999997,,0.0,5.518357243479862,0.0,0.0
728,Quels sont les contraintes liées aux reliefs et aux climats en France ?,0.0,0,0,1,13,59,4.538461538461538,0,0,2,0,1,31424.38166666665,0,1,1,0,0,0,0,0,0,90496.5191171832,657.71,8940.04,,13652.76,6.62,0.0,929.2499999999997,0.0,3250.3599999999997,,0.0,5.518357243479862,0.0,0.0
729,Qu'est-ce qu'un âge moyen ?,1.0,0,0,0,8,23,2.875,1,0,0,0,0,42954.924999999974,0,0,0,0,0,0,0,0,0,108958.28568287892,202.76,,,12087.62,305.18,,,0.0,,,0.0,0.0,,
730,Qu'est-ce qu'un âge moyen ?,0.0,0,0,0,8,23,2.875,1,0,0,0,0,42954.924999999974,0,0,0,0,0,0,0,0,0,108958.28568287892,202.76,,,12087.62,305.18,,,0.0,,,0.0,0.0,,
731,Quelles sont les conséquences de la famine et des disettes lors de l'hiver 1709-1710 ?,1.0,0,0,0,18,72,4.0,0,0,2,3,0,26372.589333333315,0,0,0,0,0,0,0,0,0,81769.12137590017,512.55,25220.86,35.79,12870.19,21.05666666666667,,,0.0,0.0,0.0,782.5699999999997,28.843921177414295,,
732," Après l'Asie, quel est le continent de départ des migrants ?",1.0,0,0,1,14,51,3.642857142857143,0,0,1,0,0,33756.360909090894,0,1,1,0,0,0,0,0,0,94329.64780015298,657.71,12907.39,,13652.76,50.29333333333333,0.0,,0.0,12313.470000000001,,0.0,61.55434310879741,0.0,
733,Quelles sont les conséquences de la famine et des disettes lors de l'hiver 1709-1710 ?,0.0,0,0,0,18,72,4.0,0,0,2,3,0,26372.589333333315,0,0,0,0,0,0,0,0,0,81769.12137590017,512.55,25220.86,35.79,12870.19,21.05666666666667,,,0.0,0.0,0.0,782.5699999999997,28.843921177414295,,
734,Quelles sont les durées du pouvoir dans le monde romain antique ?,1.0,0,0,0,12,54,4.5,0,0,1,0,0,34277.99999999998,0,0,0,0,0,0,0,0,0,94152.92346952263,190.35,14939.725,,13652.76,636.9666666666667,,,228.1513516652195,10281.135,,0.0,730.0604669629922,,
735,Quelles sont les caractéristiques du site l'Inga ?,1.0,0,0,0,9,43,4.777777777777778,0,0,1,0,0,46308.96624999997,0,1,1,0,0,0,0,0,0,107967.94358555926,512.55,25220.86,,13652.76,13.906666666666668,,,0.0,0.0,,0.0,14.759334522787794,,
736," Après l'Asie, quel est le continent de départ des migrants ?",0.0,0,0,1,14,51,3.642857142857143,0,0,1,0,0,33756.360909090894,0,1,1,0,0,0,0,0,0,94329.64780015298,657.71,12907.39,,13652.76,50.29333333333333,0.0,,0.0,12313.470000000001,,0.0,61.55434310879741,0.0,
737,Que signifie le terme métropolitain ?,1.0,1,0,1,6,32,5.333333333333333,1,0,0,0,1,3835.7233333333334,0,0,0,0,0,0,0,0,0,5268.940919367847,0.92,,,13652.76,75.34,,1083.5200000000002,0.0,,,0.0,0.0,,0.0
738,Qui a promis d'acheter la moitié de l'Inga III ?,1.0,0,0,1,12,39,3.25,1,0,0,0,2,91856.06999999992,0,1,1,0,0,0,0,0,0,254073.35014151776,0.0,25220.86,,13652.76,74.77,,7390.190000000002,0.0,0.0,,0.0,74.77,,2202.9099999999985
739," Après l'Asie, quel est le continent de départ des migrants ?",0.0,0,0,1,14,51,3.642857142857143,0,0,1,0,0,33756.360909090894,0,1,1,0,0,0,0,0,0,94329.64780015298,657.71,12907.39,,13652.76,50.29333333333333,0.0,,0.0,12313.470000000001,,0.0,61.55434310879741,0.0,
740,Quelles sont les causes de la pression anthropique ?,1.0,0,0,0,9,44,4.888888888888889,0,0,1,0,0,46367.723749999976,0,0,0,0,0,0,0,0,0,107942.83591396228,256.28499999999997,25220.86,,13652.76,255.88,,,256.265,0.0,,0.0,181.32,,
741,Quelle est l'origine du phénomène de périurbanisation en France ?,1.0,0,0,0,11,56,5.090909090909091,0,0,0,0,0,37568.481999999975,0,1,1,0,0,0,0,0,0,98148.34757296377,0.0,15455.27,,13652.76,25.893333333333334,0.0,,0.0,9765.59,,0.0,23.124857236796558,0.0,
742,Qu'est-ce que la réforme protestante ?,1.0,0,0,0,8,33,4.125,1,0,0,0,0,43089.17999999998,0,0,0,0,0,0,0,0,0,108928.3035674346,10.64,,,13652.76,6.2,,,0.0,,,0.0,0.0,,
743,Qu'est-ce que l'espérance de vie ?,1.0,0,0,0,9,29,3.2222222222222223,1,0,0,0,0,41330.30444444442,0,0,0,0,0,0,0,0,0,102763.44938930146,,25220.86,,13652.76,1027.64,,,,0.0,,0.0,1014.8000000000001,,
744,Quelles sont les limites d'un aléa naturel ?,0.0,0,0,0,9,37,4.111111111111111,0,0,1,0,0,42526.99666666664,0,0,0,0,0,0,0,0,0,102351.25114972018,335.835,25220.86,,12870.19,33.11000000000001,,,176.71499999999997,0.0,,782.5699999999997,32.43,,
745,Quelles sont les limites d'un aléa naturel ?,1.0,0,0,0,9,37,4.111111111111111,0,0,1,0,0,42526.99666666664,0,0,0,0,0,0,0,0,0,102351.25114972018,335.835,25220.86,,12870.19,33.11000000000001,,,176.71499999999997,0.0,,782.5699999999997,32.43,,
746,Quelles sont les crises majeures auxquelles la France a été confrontée en 1789 ?,1.0,0,0,0,14,67,4.785714285714286,0,0,1,1,1,100407.85749999991,0,1,1,0,0,0,0,0,0,244552.84069214587,277.17499999999995,5689.68,,13652.76,100.3,0.0,122.10000000000001,235.37499999999997,0.0,,0.0,0.0,0.0,0.0
747,Qu'est-ce que l'âge d'or ?,0.0,0,0,0,9,22,2.4444444444444446,1,0,0,0,0,41160.35555555553,0,0,0,0,0,0,0,0,0,102829.46053923503,,25220.86,,13652.76,262.87,,,,0.0,,0.0,42.31,,
748,Qu'est-ce que l'âge d'or ?,1.0,0,0,0,9,22,2.4444444444444446,1,0,0,0,0,41160.35555555553,0,0,0,0,0,0,0,0,0,102829.46053923503,,25220.86,,13652.76,262.87,,,,0.0,,0.0,42.31,,
749,Qui a conquis le Mexique entre 1519 et 1540 ?,1.0,0,0,1,10,36,3.6,1,0,0,2,1,89197.46299999992,0,1,1,0,0,0,0,0,0,254903.50883135793,,372.72,,13652.76,0.0,,282.90999999999985,,0.0,,0.0,0.0,,0.0
750,Qui a conquis le Mexique entre 1519 et 1540 ?,0.0,0,0,1,10,36,3.6,1,0,0,2,1,89197.46299999992,0,1,1,0,0,0,0,0,0,254903.50883135793,,372.72,,13652.76,0.0,,282.90999999999985,,0.0,,0.0,0.0,,0.0
751,Qu'est-ce que le culte des saints ?,1.0,0,0,0,9,29,3.2222222222222223,1,0,1,0,0,41120.844444444425,0,0,0,0,0,0,0,0,0,102845.20435532254,,25220.86,,13652.76,85.07000000000001,,,,0.0,,0.0,74.33000000000001,,
752,Quelles questions posent la pression démographique ?,1.0,0,0,0,7,46,6.571428571428571,0,0,1,0,1,3102.708571428571,0,0,0,0,0,0,0,0,0,4943.519339589758,0.4,,,6826.38,449.1,,7167.599999999996,0.0,,,6826.38,374.53999999999996,,0.0
753,Quelles questions posent la pression démographique ?,0.0,0,0,0,7,46,6.571428571428571,0,0,1,0,1,3102.708571428571,0,0,0,0,0,0,0,0,0,4943.519339589758,0.4,,,6826.38,449.1,,7167.599999999996,0.0,,,6826.38,374.53999999999996,,0.0
754,Quelles questions posent la pression démographique ?,0.0,0,0,0,7,46,6.571428571428571,0,0,1,0,1,3102.708571428571,0,0,0,0,0,0,0,0,0,4943.519339589758,0.4,,,6826.38,449.1,,7167.599999999996,0.0,,,6826.38,374.53999999999996,,0.0
755,Qui a mené la guerre d'indépendance ?,1.0,0,0,1,8,31,3.875,1,0,0,0,1,113384.55874999991,0,0,0,0,0,0,0,0,0,279944.14548903157,,25220.86,,13652.76,224.945,,2995.8,,0.0,,0.0,218.35500000000002,,0.0
756,Qu'est-ce que la Sainte Communion ?,1.0,0,0,0,8,30,3.75,1,0,0,0,0,43108.25249999997,0,0,0,1,1,0,0,0,0,108920.77160572576,,,,13652.76,84.71000000000001,,,,,,0.0,74.69,,
757,Quels sont les bouleversements culturels en Europe au XV è siècle ?,1.0,0,0,1,12,56,4.666666666666667,0,0,1,0,0,29263.384166666645,0,1,1,0,0,0,0,0,0,91073.7283871343,227.29,2844.84,,13652.76,30.820000000000004,0.0,,304.512680305216,2844.84,,0.0,42.937166495551,0.0,
758,Quels sont les bouleversements culturels en Europe au XV è siècle ?,0.0,0,0,1,12,56,4.666666666666667,0,0,1,0,0,29263.384166666645,0,1,1,0,0,0,0,0,0,91073.7283871343,227.29,2844.84,,13652.76,30.820000000000004,0.0,,304.512680305216,2844.84,,0.0,42.937166495551,0.0,
759,Qui a introduit la définition du développement durable ?,1.0,0,0,1,9,48,5.333333333333333,1,0,0,0,1,100441.45777777769,0,0,0,0,0,0,0,0,0,266456.7531357212,4.26,25220.86,,13652.76,12.04,,314.0,0.0,0.0,,0.0,2.1399999999999997,,0.0
760,Qu'est-ce que la période de la Renaissance ?,0.0,0,0,0,10,37,3.7,1,0,0,0,0,41108.25555555553,0,1,1,0,0,0,0,0,0,102850.2245585495,,25220.86,,13652.76,28.419999999999998,,,,0.0,,0.0,22.88,,
761,Qu'est-ce que la période de la Renaissance ?,1.0,0,0,0,10,37,3.7,1,0,0,0,0,41108.25555555553,0,1,1,0,0,0,0,0,0,102850.2245585495,,25220.86,,13652.76,28.419999999999998,,,,0.0,,0.0,22.88,,
762,Quels peuples prennent part à la compétition coloniale ?,1.0,0,0,1,9,48,5.333333333333333,0,0,1,0,1,10695.883333333339,0,0,0,0,0,0,0,0,0,21221.480784050458,334.555,12190.4,,13652.76,284.26666666666665,,68897.88000000005,323.15500000000003,0.0,,0.0,246.1647439329108,,0.0
763,Qu'est-ce que la période de la Renaissance ?,0.0,0,0,0,10,37,3.7,1,0,0,0,0,41108.25555555553,0,1,1,0,0,0,0,0,0,102850.2245585495,,25220.86,,13652.76,28.419999999999998,,,,0.0,,0.0,22.88,,
764,Qui a démontré que la terre était aplatie au pôle ?,1.0,0,0,1,11,41,3.727272727272727,1,0,0,0,1,110018.23272727263,0,0,0,0,0,0,0,0,0,253269.39757977705,1.2,0.0,,13652.76,298.03999999999996,,149.52000000000004,0.0,0.0,,0.0,290.85999999999996,,0.0
765,Quel est le rythme de la communauté ?,1.0,0,0,1,8,30,3.75,0,0,0,0,0,52951.8214285714,0,0,0,0,0,0,0,0,0,113883.19976639071,657.71,25220.86,,13652.76,43.79,,,0.0,0.0,,0.0,2.9299999999999997,,
766,Quelles sont les richesses de la mégalopole européenne ?,1.0,0,0,0,9,48,5.333333333333333,0,0,1,0,0,46311.78124999997,0,0,0,0,0,0,0,0,0,107966.73666613665,275.17499999999995,25220.86,,13652.76,13.22,,,237.37499999999997,0.0,,0.0,13.200000000000001,,
767,Qui a révolutionné le domaine militaire ?,1.0,0,0,1,7,35,5.0,1,0,0,0,1,125507.0357142856,0,0,0,0,0,0,0,0,0,297342.7306726431,87.46,,,13652.76,43.14,,8.729999999999999,0.0,,,0.0,0.0,,0.0
768,Comment les fonds de la ligue sont-ils transférés à Athènes ?,1.0,0,0,1,12,51,4.25,0,1,1,0,1,36065.12363636361,0,1,1,0,0,0,0,0,0,93628.56395368297,,18705.63,922.93,13652.76,10.52,0.0,441.5999999999998,,6515.2300000000005,0.0,0.0,4.58,0.0,0.0
769,Qui investit dans les pays émergents ?,1.0,1,0,1,7,32,4.571428571428571,1,0,1,0,1,4270.5257142857145,0,0,0,0,0,0,0,0,0,5376.239469262234,0.22,4658.59,,13652.76,202.57,,346.5,0.0,0.0,,0.0,0.0,,0.0
770,Quel est l'objectif du tourisme en Namibie ?,1.0,0,0,1,9,37,4.111111111111111,0,0,0,0,0,41811.73888888887,0,1,1,0,0,0,0,0,0,102584.01788922331,657.71,15455.27,,13652.76,20.4,0.0,,0.0,9765.59,,0.0,17.42,0.0,
771,Quels sont les centres de diffusion du luthéranisme ?,1.0,0,0,1,9,45,5.0,0,0,1,0,0,46336.784999999974,0,0,0,0,0,0,0,0,0,107956.11266161998,657.71,25220.86,,13652.76,39.70333333333333,,,0.0,0.0,,0.0,52.576756799516986,,
772,Comment se définit la politique économique de Colbert ?,1.0,1,0,1,9,47,5.222222222222222,0,1,0,0,1,4758.484444444444,0,0,0,0,0,0,0,1,1,8349.926141121263,16.54,25220.86,922.93,13652.76,76.76,0.0,122.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0
773,Quelle est la cause de l'édit de Milan ?,1.0,0,0,0,10,32,3.2,0,0,0,0,0,46294.41999999998,0,0,0,1,1,0,0,0,0,107974.13937833764,0.0,25220.86,,13652.76,218.95,0.0,,0.0,0.0,,0.0,218.25,0.0,
774,Quelle est l'ampleur du transport aérien ?,1.0,0,0,0,8,36,4.5,0,0,0,0,0,46252.21749999998,0,0,0,0,0,0,0,0,0,107992.11622400372,27.42,25220.86,,13652.76,22.72,,,27.42,0.0,,0.0,17.96,,
775,Qui a déclenché la première croisade ?,1.0,0,0,1,7,32,4.571428571428571,1,0,0,0,1,125772.4299999999,0,0,0,0,0,0,0,0,0,297231.1690237279,1507.92,,,13652.76,8.42,,480.75000000000017,0.0,,,0.0,0.0,,0.0
776,Quel est le nombre de personnes habitant en Russie en 2019 ?,1.0,0,0,1,12,49,4.083333333333333,0,0,1,1,1,34628.72272727271,0,1,1,0,0,0,0,0,0,94036.19392543698,657.71,15455.27,,13652.76,336.9,0.0,3977.3000000000025,0.0,9765.59,,0.0,256.58000000000004,0.0,0.0
777,Quel est le nombre de personnes habitant en Russie en 2019 ?,0.0,0,0,1,12,49,4.083333333333333,0,0,1,1,1,34628.72272727271,0,1,1,0,0,0,0,0,0,94036.19392543698,657.71,15455.27,,13652.76,336.9,0.0,3977.3000000000025,0.0,9765.59,,0.0,256.58000000000004,0.0,0.0
778,Pourquoi favoriser la métropolisation du territoire ?,1.0,0,0,1,7,47,6.714285714285714,0,1,0,0,1,5759.788571428572,0,0,0,0,0,0,0,0,0,9196.937354674776,,25220.86,1348.04,13652.76,19.09,,58.67999999999997,,0.0,0.0,0.0,19.09,,0.0
779,Pourquoi favoriser la métropolisation du territoire ?,0.0,0,0,1,7,47,6.714285714285714,0,1,0,0,1,5759.788571428572,0,0,0,0,0,0,0,0,0,9196.937354674776,,25220.86,1348.04,13652.76,19.09,,58.67999999999997,,0.0,0.0,0.0,19.09,,0.0
780,Quelles sont les inégalités en France métropolitaine ?,1.0,0,0,0,8,47,5.875,0,0,1,0,0,43862.63624999997,0,1,1,0,0,0,0,0,0,108637.93660354763,256.73499999999996,5689.68,,13652.76,1.34,0.0,,255.815,0.0,,0.0,0.0,0.0,
781,Quelles sont les inégalités en France métropolitaine ?,0.0,0,0,0,8,47,5.875,0,0,1,0,0,43862.63624999997,0,1,1,0,0,0,0,0,0,108637.93660354763,256.73499999999996,5689.68,,13652.76,1.34,0.0,,255.815,0.0,,0.0,0.0,0.0,
782,Quels sont les endroits favorables pour le tourisme de sports d'hiver ?,1.0,0,0,1,13,60,4.615384615384615,0,0,2,0,0,34385.63090909089,0,0,0,0,0,0,0,0,0,94126.20380331347,334.235,16149.705,,13652.76,144.365,,,323.475,9071.155,,0.0,170.90917961010754,,
783,Quels sont les endroits favorables pour le tourisme de sports d'hiver ?,0.0,0,0,1,13,60,4.615384615384615,0,0,2,0,0,34385.63090909089,0,0,0,0,0,0,0,0,0,94126.20380331347,334.235,16149.705,,13652.76,144.365,,,323.475,9071.155,,0.0,170.90917961010754,,
784,Quels sont les endroits favorables pour le tourisme de sports d'hiver ?,0.0,0,0,1,13,60,4.615384615384615,0,0,2,0,0,34385.63090909089,0,0,0,0,0,0,0,0,0,94126.20380331347,334.235,16149.705,,13652.76,144.365,,,323.475,9071.155,,0.0,170.90917961010754,,
785,Qui a fait de la Méditerranée l'axe de circulation du monde antique ?,1.0,0,0,1,14,57,4.071428571428571,1,0,0,0,1,114352.13636363628,0,1,1,0,0,0,0,0,0,254100.05497217056,14.42,25220.86,,13652.76,422.27500000000003,,352539.1999999999,0.0,0.0,,0.0,715.4754039622885,,0.0
786,Qui a accepté de convoquer les États généraux ?,1.0,0,0,1,9,39,4.333333333333333,1,0,1,0,2,101108.4988888888,0,1,1,0,0,0,0,0,0,266211.00696914125,165.24,25220.86,,13652.76,291.44,,2944.5150000000012,0.0,0.0,,0.0,0.0,,2694.0450000000014
787,Qu'est-ce que le découpage de l'Histoire en tranches ?,1.0,0,0,0,12,46,3.8333333333333335,1,0,1,0,0,34212.96363636362,0,0,0,0,0,0,0,0,0,94180.48860487579,,15455.27,,13652.76,245.15333333333334,,,,9765.59,,0.0,335.6909905784717,,
